Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
462,13.16,2,0,2,2,25,8.0,68
264,10.61,0,2,2,0,17,0.0,59
421,15.94,0,1,1,0,24,2.0,77
710,13.79,2,1,3,2,11,0.0,69
205,12.33,0,2,1,0,22,9.0,75
974,4.69,2,2,1,2,12,7.0,36
454,18.17,2,1,0,1,13,0.0,71
18,10.73,2,0,0,1,27,6.0,83
133,2.84,0,2,3,2,28,1.0,44
251,6.24,3,1,0,0,20,4.0,51
299,12.65,2,1,0,0,18,8.0,60
547,2.71,1,1,2,0,6,0.0,28
21,12.43,2,0,2,0,13,6.0,70
968,6.29,0,2,2,2,10,7.0,27
96,10.13,0,2,1,0,22,0.0,65
534,11.33,0,1,2,0,25,3.0,60
131,8.64,3,1,1,0,29,4.0,62
794,12.42,2,1,1,0,28,9.0,79
767,15.37,3,2,0,1,15,5.0,66
800,18.49,0,1,0,2,14,6.0,71
676,19.66,0,1,2,1,19,6.0,70
963,5.28,1,1,2,0,27,6.0,53
835,10.22,1,1,0,2,21,0.0,61
453,8.77,1,2,1,1,14,7.0,49
750,12.67,0,2,1,1,10,3.0,65
283,7.82,2,2,1,0,16,8.0,45
151,18.21,0,1,1,0,6,3.0,74
989,5.3,0,2,0,2,29,3.0,47
844,19.24,2,0,0,0,9,7.0,75
258,14.07,0,2,2,0,16,9.0,73
222,11.58,0,2,2,2,16,2.0,61
337,17.18,0,2,3,2,13,1.0,62
196,7.31,1,2,0,0,26,2.0,65
881,5.01,2,1,0,0,10,5.0,31
753,12.74,0,1,0,2,12,0.0,63
790,18.97,2,0,3,0,20,8.0,108
175,13.08,2,1,2,1,16,4.0,58
708,16.29,0,1,2,0,20,1.0,72
413,19.04,0,2,2,2,27,2.0,85
596,9.74,2,2,1,2,7,8.0,37
197,14.66,4,2,2,0,20,2.0,77
700,9.88,2,2,2,1,7,0.0,43
830,9.32,0,1,2,2,6,5.0,30
924,16.1,0,1,2,1,16,6.0,61
243,18.34,3,2,0,2,22,5.0,91
265,17.61,0,2,1,2,21,9.0,79
598,3.86,0,2,0,0,21,8.0,34
126,8.83,0,2,1,2,12,3.0,109
234,10.1,0,0,2,1,17,6.0,55
935,3.85,2,2,0,0,26,3.0,46
802,3.47,3,0,3,0,24,9.0,53
600,1.3,1,1,1,0,19,5.0,29
756,15.98,1,1,2,1,21,6.0,90
129,0.64,0,0,3,0,10,3.0,24
827,7.25,0,2,0,2,18,4.0,45
141,19.27,1,0,0,0,14,6.0,92
715,7.3,0,1,3,2,14,7.0,28
376,6.72,1,1,1,0,8,5.0,31
704,3.12,2,1,1,2,14,5.0,28
656,2.99,4,2,2,0,27,5.0,41
115,12.85,2,2,2,2,14,8.0,73
426,11.22,4,0,1,0,25,5.0,79
724,14.95,0,2,2,0,13,7.0,49
550,15.56,2,1,0,2,28,0.0,72
789,9.51,0,0,2,0,26,9.0,63
494,4.17,0,1,1,2,5,1.0,22
555,17.59,0,1,2,0,24,6.0,69
491,9.39,0,1,2,0,14,2.0,37
379,16.38,0,2,2,0,6,2.0,51
13,16.73,4,0,0,2,9,7.0,71
937,0.86,0,2,0,1,21,7.0,28
